,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2722,2023,SE,FT,Data Analyst,140000,US,100,US,M
2723,2023,MI,FT,Data Engineer,150000,US,0,US,M
2724,2022,SE,FT,Data Engineer,220110,US,0,US,M
2725,2022,EN,FT,Data Scientist,39925,FR,50,FR,L
2726,2022,SE,FT,Data Scientist,185000,US,100,US,M
2727,2023,MI,FT,Data Engineer,90000,US,100,US,M
2728,2021,MI,FT,Data Scientist,160000,US,100,US,L
2729,2023,SE,FT,Data Engineer,120000,US,0,US,M
2730,2023,SE,FT,Data Engineer,133800,US,0,US,M
2731,2022,MI,FT,Data Engineer,120000,US,0,US,M
2732,2022,SE,FT,Data Scientist,179400,US,0,US,M
2733,2023,SE,FT,Data Scientist,225000,US,0,US,M
2734,2022,SE,FT,Data Engineer,105000,US,100,US,M
2735,2023,SE,FT,Data Scientist,250000,US,0,US,M
2736,2023,SE,FT,Data Engineer,237000,US,100,US,M
2737,2021,MI,FT,Lead Data Analyst,19609,IN,100,IN,L
2738,2022,MI,FT,Machine Learning Researcher,100000,US,100,US,M
2739,2022,SE,FT,Machine Learning Engineer,73546,FR,100,FR,M
2740,2023,SE,FT,Data Engineer,120000,US,0,US,M
2741,2023,SE,FT,Data Engineer,185900,US,0,US,M
2742,2022,SE,FT,Data Engineer,230000,US,100,US,M
2743,2023,SE,FT,Data Engineer,65488,US,0,US,M
2744,2022,SE,FT,Data Specialist,221300,US,100,US,L
2745,2022,SE,FT,Data Scientist,150000,US,100,US,M
2746,2021,SE,FT,Cloud Data Architect,250000,US,50,US,L
2747,2022,MI,FT,Data Engineer,73546,ES,100,ES,M
2748,2022,SE,FT,Data Engineer,153600,US,0,US,M
2749,2023,MI,FT,Research Scientist,210000,US,100,US,M
2750,2023,MI,FT,Data Engineer,80000,ES,100,ES,M
2751,2022,SE,FT,Machine Learning Engineer,192600,US,100,US,M
2752,2022,SE,FT,Data Scientist,154000,US,0,US,M
2753,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
2754,2023,SE,FT,Computer Vision Engineer,235000,US,0,US,M
2755,2022,MI,FT,Data Analyst,206000,US,0,US,M
2756,2023,SE,FT,Data Analyst,180000,US,0,US,M
2757,2023,SE,FT,Data Engineer,114000,US,100,US,M
2758,2023,SE,FT,Data Engineer,139500,US,0,US,M
2759,2023,SE,FT,Data Analyst,170500,US,100,US,M
2760,2023,SE,FT,Data Analyst,185900,US,0,US,M
2761,2023,MI,FT,Data Scientist,151410,US,100,US,M
2762,2022,SE,FT,ML Engineer,131300,US,100,US,L
2763,2022,SE,FT,Data Scientist,141525,US,100,US,M
2764,2022,SE,FT,Data Engineer,200000,US,100,US,M
2765,2023,SE,FT,Data Scientist,110000,US,100,US,M
2766,2022,SE,FT,Data Engineer,95000,US,0,US,M
2767,2023,SE,FT,Machine Learning Engineer,200000,US,0,US,M
2768,2023,EX,FT,Data Engineer,207000,US,100,US,M
2769,2023,SE,FT,Research Scientist,250000,US,0,US,M
2770,2023,SE,FT,Analytics Engineer,183500,US,100,US,M
2771,2023,SE,FT,Data Engineer,123600,US,100,US,M
2772,2023,SE,FT,Data Engineer,132300,US,0,US,M
2773,2023,SE,FT,Data Scientist,175000,US,100,US,M
2774,2022,SE,FT,Data Scientist,191475,US,100,US,M
2775,2022,SE,FT,Data Analyst,116000,US,0,US,M
2776,2023,MI,FT,Data Analyst,105000,US,0,US,M
2777,2021,EN,FT,Data Scientist,28399,IN,100,IN,M
2778,2023,SE,FT,Data Engineer,109400,US,0,US,M
2779,2022,SE,FT,Machine Learning Engineer,120000,US,0,US,M
2780,2023,EN,FT,Data Analyst,48000,US,0,US,M
2781,2023,MI,FT,Insight Analyst,42533,GB,0,GB,M
2782,2023,MI,FT,Data Scientist,93918,US,100,US,M
2783,2023,SE,FT,Data Scientist,185000,US,100,US,M
2784,2023,SE,FT,Data Engineer,94300,US,0,US,M
2785,2022,SE,FT,Data Scientist,134000,US,100,US,M
2786,2023,SE,FT,Data Engineer,163800,US,0,US,M
2787,2022,SE,FT,Data Scientist,104000,US,100,US,M
2788,2022,MI,FT,Data Analyst,165000,US,0,US,M
2789,2023,SE,FT,Data Engineer,160000,US,0,US,M
2790,2022,SE,FT,Data Scientist,152000,US,0,US,M
2791,2022,SE,FT,Data Analyst,177000,US,0,US,M
2792,2022,SE,FT,Data Engineer,175000,US,0,US,M
2793,2023,EN,FT,Deep Learning Engineer,150000,US,0,US,M
2794,2023,SE,FT,Analytics Engineer,175000,US,0,US,M
2795,2022,SE,FT,Research Scientist,249500,US,0,US,M
2796,2022,MI,FT,Data Engineer,100000,US,0,US,M
2797,2022,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,L
2798,2023,MI,FT,Data Architect,167500,US,0,US,M
2799,2022,EX,FT,Data Engineer,239000,US,100,US,M
2800,2022,SE,FT,Machine Learning Engineer,210000,US,100,US,M
2801,2023,EX,FT,Data Engineer,239000,US,100,US,M
2802,2022,SE,FT,Data Engineer,184100,US,0,US,M
2803,2021,SE,FT,Data Engineer,150000,US,100,US,M
2804,2022,SE,FT,Lead Data Scientist,172309,IE,100,IE,L
2805,2023,SE,FT,Data Scientist,183500,US,100,US,M
2806,2022,SE,FT,Data Scientist,191475,US,100,US,M
2807,2022,SE,FT,Data Science Manager,189500,US,100,US,L
2808,2023,SE,FT,Data Engineer,231500,US,100,US,M
2809,2022,MI,FT,Data Analyst,20000,GR,100,GR,S
2810,2023,SE,FT,Research Engineer,200000,US,0,US,M
2811,2023,SE,FT,Data Scientist,38631,ES,0,ES,M
2812,2023,SE,FT,Data Analyst,81666,US,100,US,M
2813,2022,SE,FT,Data Scientist,155000,US,0,US,M
2814,2023,SE,FT,Applied Scientist,205000,US,100,US,M
2815,2023,SE,FT,Data Engineer,100706,US,0,US,M
2816,2023,SE,FT,Machine Learning Engineer,199000,US,100,US,M
2817,2023,SE,FT,Data Scientist,129300,US,0,US,M
2818,2022,SE,FT,Data Analyst,95000,US,0,US,M
2819,2022,SE,FT,Data Analyst,100000,US,100,US,M
2820,2022,SE,FT,Data Engineer,115000,US,0,US,M
2821,2023,SE,FT,Data Operations Engineer,136850,US,100,US,M
2822,2022,MI,FT,Data Analyst,165000,US,0,US,M
2823,2022,EN,FT,Data Engineer,43096,GB,100,GB,M
2824,2023,EN,FT,Applied Scientist,204620,US,0,US,L
2825,2022,SE,FT,Data Engineer,194000,US,100,US,M
2826,2023,EX,FT,Data Engineer,205000,US,0,US,M
2827,2023,SE,FT,Analytics Engineer,138750,US,100,US,M
2828,2022,SE,FT,Data Engineer,70000,US,0,US,M
2829,2022,MI,FT,Data Analyst,65000,US,0,US,M
2830,2023,SE,FT,Applied Scientist,309400,US,0,US,L
2831,2022,SE,FT,Data Engineer,144000,US,100,US,M
2832,2022,EX,FT,Data Engineer,297500,US,100,US,M
2833,2022,SE,FT,Machine Learning Infrastructure Engineer,186000,US,100,US,M
2834,2022,SE,FT,Data Scientist,145000,US,100,US,M
2835,2023,EN,FT,Data Engineer,85000,US,0,US,M
2836,2023,MI,FT,Data Analytics Manager,140000,US,0,US,M
2837,2022,EN,FT,Machine Learning Engineer,140250,US,0,US,M
2838,2022,EN,FL,Data Analytics Consultant,50000,BE,100,US,S
2839,2023,SE,FT,Data Analyst,110600,US,0,US,M
2840,2023,SE,FT,Data Scientist,173000,US,100,US,M
2841,2022,SE,FT,Lead Data Scientist,192000,US,100,US,L
2842,2022,MI,FT,Data Engineer,92350,GB,0,GB,M
2843,2023,SE,FT,Machine Learning Engineer,190000,US,0,US,M
2844,2023,SE,FT,Analytics Engineer,112000,US,100,US,M
2845,2023,SE,FT,Research Scientist,248100,CA,0,CA,M
2846,2022,EN,FT,BI Data Analyst,60938,DE,0,DE,L
2847,2023,SE,FT,Applied Scientist,184000,US,100,US,M
2848,2022,SE,FT,Data Analyst,166700,US,0,US,M
2849,2023,SE,FT,Data Scientist,225000,US,100,US,M
2850,2022,MI,FT,Data Manager,134000,US,0,US,M
2851,2022,SE,FT,Data Scientist,110000,US,0,US,M
2852,2023,EX,FT,Data Engineer,284000,US,100,US,M
2853,2021,EN,FT,AI Scientist,18053,IN,100,AS,S
2854,2022,MI,FT,Data Scientist,102200,GB,100,GB,M
2855,2021,SE,FT,Machine Learning Engineer,66265,IN,0,IN,L
2856,2022,MI,FT,Data Scientist,64090,DE,0,DE,M
2857,2023,MI,FT,Data Manager,120000,US,0,US,M
2858,2022,SE,FT,Data Engineer,100000,US,0,US,M
2859,2023,MI,FT,Data Analyst,154000,US,0,US,M
2860,2020,EN,FT,Research Scientist,42000,NL,50,NL,L
2861,2021,SE,FT,Data Engineer,174000,US,100,US,L
2862,2022,EN,FT,Data Scientist,17805,IN,100,IN,M
2863,2022,SE,FT,Data Analyst,169000,US,0,US,M
2864,2022,MI,FT,Data Engineer,175000,US,0,US,M
2865,2023,SE,FT,Machine Learning Engineer,109400,US,0,US,M
2866,2023,MI,FT,Data Scientist,140000,US,100,US,M
2867,2023,SE,FT,Data Engineer,145000,US,0,US,M
2868,2022,SE,FT,Data Scientist,120000,US,0,US,L
2869,2022,MI,FT,Data Analyst,66100,US,100,US,M
2870,2023,SE,FT,Data Engineer,123700,US,0,US,L
2871,2023,SE,FT,Machine Learning Engineer,101228,GB,0,GB,M
2872,2022,SE,FT,Data Analyst,110600,US,0,US,M
2873,2023,SE,FT,Data Scientist,171250,IE,0,IE,M
2874,2023,MI,FT,Data Analyst,206000,US,0,US,M
2875,2022,SE,FT,Data Scientist,88256,ES,100,GB,L
2876,2022,SE,FT,Data Engineer,191200,US,0,US,M
2877,2023,SE,FT,Data Scientist,145000,US,100,US,M
2878,2022,SE,FT,Data Engineer,152000,US,0,US,M
2879,2022,MI,FT,Data Scientist,180000,US,0,US,M
2880,2022,SE,FT,Data Scientist,110820,GB,0,GB,M
2881,2022,MI,FT,Data Engineer,84053,GR,100,GR,M
2882,2022,MI,FT,Machine Learning Infrastructure Engineer,55685,PT,50,PT,L
2883,2023,SE,FT,Machine Learning Engineer,95000,CA,100,CA,M
2884,2023,MI,FT,Data Analyst,160000,US,0,US,M
2885,2023,SE,FT,Data Scientist,297300,US,100,US,M
2886,2022,SE,FT,ETL Developer,63000,US,0,US,M
2887,2022,SE,FT,Data Analyst,102100,US,100,US,M
2888,2022,SE,FT,Data Architect,190000,US,100,US,M
2889,2022,SE,FT,Machine Learning Engineer,192000,US,100,US,M
2890,2022,SE,FT,Data Scientist,160000,US,100,US,L
2891,2023,SE,FT,Data Science Lead,172200,US,0,US,M
2892,2023,MI,FT,Applied Machine Learning Engineer,69751,IN,100,DE,S
2893,2022,SE,FT,Data Analyst,86193,GB,0,GB,M
2894,2022,SE,FT,Data Analyst,68400,US,100,US,M
2895,2023,SE,FT,Data Scientist,285800,US,100,US,M
2896,2022,SE,FT,Applied Machine Learning Scientist,108000,US,0,US,L
2897,2022,MI,FT,Data Engineer,130000,US,0,US,M
2898,2023,MI,FT,Data Analyst,80000,US,0,US,M
2899,2022,SE,FT,Data Scientist,191475,US,100,US,M
2900,2022,EX,FT,Data Scientist,130000,US,100,US,M
2901,2023,SE,FT,Data Analyst,80000,US,100,US,M
2902,2023,SE,FT,Data Analyst,185000,US,100,US,M
2903,2022,MI,FT,Data Analyst,58000,US,0,US,S
2904,2023,SE,FT,Data Analyst,105500,US,0,US,M
2905,2023,SE,FT,Data Engineer,160000,US,0,US,M
2906,2022,MI,FT,BI Data Analyst,50432,DE,100,DE,S
2907,2022,SE,FT,ML Engineer,243000,US,100,US,M
2908,2023,SE,FT,Data Scientist,223800,US,0,US,M
2909,2021,EN,FT,Computer Vision Software Engineer,70000,US,100,US,M
2910,2023,SE,FT,Data Science Manager,245100,US,0,US,M
2911,2022,SE,FT,Data Science Manager,140100,US,100,US,L
2912,2022,SE,FT,Data Scientist,130240,US,0,US,M
2913,2023,MI,FT,Data Analyst,124000,US,0,US,M
2914,2023,SE,FT,Data Scientist,172500,US,100,US,M
2915,2023,SE,FT,Data Analyst,185900,US,0,US,M
2916,2022,SE,FT,Head of Data,200000,MY,100,US,M
2917,2022,SE,FT,Data Architect,63000,US,0,US,M
2918,2023,SE,FT,Machine Learning Engineer,170000,US,0,US,M
2919,2023,SE,FT,Data Engineer,81500,US,0,US,M
2920,2022,EN,FT,Data Engineer,160000,US,0,US,M
2921,2023,SE,FT,Data Engineer,250000,US,0,US,M
2922,2022,SE,FT,Data Engineer,153600,US,0,US,M
2923,2022,SE,FT,Data Analyst,90320,US,100,US,M
2924,2021,SE,FT,Research Scientist,60757,PT,50,PT,L
2925,2022,MI,FT,Data Scientist,61566,GB,0,GB,M
2926,2022,MI,FT,Data Engineer,99100,US,0,US,M
2927,2022,EN,FT,Data Scientist,50000,US,50,DE,M
2928,2023,SE,FT,Data Scientist,147100,US,0,US,M
2929,2022,SE,FT,Data Analyst,100000,US,100,US,M
2930,2022,SE,FT,Data Scientist,190000,US,0,US,M
2931,2022,SE,FT,Data Engineer,145000,US,0,US,M
2932,2023,EX,FT,Data Scientist,145000,US,0,US,M
2933,2023,SE,FT,Research Engineer,185000,US,0,US,M
2934,2022,SE,FT,Data Specialist,95000,US,100,US,M
2935,2023,MI,FT,Data Analyst,43809,GB,0,GB,M
2936,2023,EX,FT,Data Scientist,200000,US,0,US,M
2937,2023,MI,FT,Data Scientist,183310,US,0,US,M
2938,2023,SE,FT,Data Engineer,154000,US,0,US,M
2939,2022,SE,FT,Applied Data Scientist,380000,US,100,US,L
2940,2022,SE,FT,Data Engineer,73880,GB,0,GB,M
2941,2022,SE,FT,Data Operations Analyst,123000,US,0,US,M
2942,2022,SE,FT,Data Engineer,146000,US,100,US,M
2943,2022,SE,FT,Data Science Manager,206000,US,100,US,M
2944,2023,EN,FT,Data Analyst,50000,KW,50,US,L
2945,2022,SE,FT,Data Engineer,170000,US,0,US,M
2946,2022,MI,FT,Data Engineer,35610,IN,50,IN,L
2947,2023,MI,FT,Machine Learning Engineer,250000,US,0,US,M
2948,2023,EN,FT,Compliance Data Analyst,30000,NG,100,NG,L
2949,2023,MI,FT,Data Engineer,146000,US,0,US,M
2950,2022,MI,FT,Data Engineer,67723,GB,100,GB,M
2951,2023,MI,FT,Machine Learning Engineer,130000,US,0,US,M
2952,2022,SE,FT,ML Engineer,195400,US,100,US,L
2953,2022,EN,FT,Machine Learning Developer,180000,US,100,US,L
2954,2022,SE,FT,Data Analyst,99750,US,100,US,M
2955,2023,MI,FT,Data Engineer,130000,US,0,US,M
2956,2023,SE,FT,Machine Learning Software Engineer,272000,US,0,US,M
2957,2023,SE,FT,Data Analyst,85000,US,100,US,M
2958,2023,MI,FT,Data Specialist,80000,US,0,US,M
2959,2023,SE,FT,Data Scientist,175000,US,0,US,M
2960,2023,SE,FT,Data Scientist,156000,US,100,US,M
2961,2023,SE,FT,Data Scientist,120000,US,0,US,M
2962,2022,SE,FT,Analytics Engineer,100000,US,100,US,M
2963,2022,SE,FT,Data Analyst,36773,ES,0,ES,M
2964,2023,EX,FT,Data Analytics Manager,140000,US,0,US,M
2965,2023,EX,FT,Head of Data Science,127467,GB,0,GB,M
2966,2023,MI,FT,Data Engineer,75000,US,0,US,M
2967,2022,SE,FT,Data Scientist,80000,US,0,US,M
2968,2023,EX,FT,Head of Data Science,314100,US,0,US,M
2969,2022,SE,FT,Data Scientist,123000,US,100,US,M
2970,2023,MI,FT,Data Analytics Lead,17509,IN,50,SG,M
2971,2023,SE,FT,Data Engineer,163625,US,100,US,M
2972,2022,MI,FT,Data Scientist,52533,FR,100,FR,M
2973,2023,SE,FT,Data Engineer,105700,US,0,US,L
2974,2022,MI,FT,Data Engineer,63900,US,0,US,M
2975,2023,SE,FT,Research Scientist,169200,ES,0,ES,M
2976,2023,MI,FT,Machine Learning Engineer,140000,US,100,US,M
2977,2023,MI,FT,Data Scientist,120000,US,0,US,M
2978,2020,MI,FT,Data Engineer,59303,DE,100,DE,S
2979,2022,MI,FL,Data Scientist,100000,CA,100,US,M
2980,2022,MI,CT,Analytics Engineer,7500,BO,50,BO,M
2981,2023,SE,FT,Data Engineer,139000,US,100,US,M
2982,2023,SE,FT,Data Engineer,109400,US,0,US,M
2983,2023,SE,FT,Data Engineer,153600,US,100,US,M
2984,2022,SE,FT,Data Engineer,63000,US,100,US,M
2985,2022,MI,FT,Data Analytics Manager,155000,US,0,US,M
2986,2022,SE,FT,Data Engineer,229998,US,0,US,L
2987,2022,SE,FT,Data Scientist,167000,US,100,US,M
2988,2022,SE,FT,Data Engineer,197430,US,100,US,M
2989,2023,SE,FT,Machine Learning Engineer,342300,US,0,US,L
2990,2023,SE,FT,Machine Learning Software Engineer,90000,US,0,US,M
2991,2023,MI,FT,Data Engineer,103294,GB,0,GB,M
2992,2023,MI,FT,Data Engineer,200000,US,0,US,M
2993,2023,SE,FT,Data Scientist,153300,US,0,US,M
2994,2023,SE,FT,Data Engineer,252000,US,0,US,M
2995,2023,SE,FT,Data Analyst,108000,US,0,US,M
2996,2023,SE,FT,Data Engineer,124500,US,0,US,M
2997,2020,EN,FT,Data Scientist,62726,DE,50,DE,S
2998,2022,SE,FT,Data Scientist,172200,US,0,US,M
2999,2022,EN,FT,Data Engineer,135000,US,0,US,M
3000,2022,MI,FT,Machine Learning Engineer,130000,US,0,US,M
3001,2022,SE,FT,Data Engineer,120000,US,0,US,M
3002,2023,SE,FT,Data Scientist,225000,US,0,US,M
3003,2023,SE,FT,Data Analyst,120000,US,100,US,M
